text,label
"Similarity Search in Arbitrary Subspaces Under Lp-Norm (Co-authors: Xiang Lian, Lei Chen, Conference: ICDE)",54_1
"A Square Root Extended Set Membership Algorithm with Applications to Nonlinear System Estimation (Co-authors: Qing He, Jing Zhang, Conference: Proceedings of the 2008 International Conference on Intelligent Computation Technology and Automation - Volume 01)",105_76
"North American digital government working group: initial steps in the development of a comparative and transnational agenda (Co-authors: Celene Navarrete, Jing Zhang, Theresa A. Pardo, Luis F. Luna-Reyes, Jose Ramon Gil-Garcia, Conference: DG.O)",105_16
"Database Performance Metrics (Co-authors: Jim Gray, Conference: SIGMOD Conference)",99_1
"An evolutionary algorithm with population immunity and its application on autonomous robot control (Co-authors: Lei Wang, Beat Hirsbrunner, Conference: IEEE Congress on Evolutionary Computation (1))",85_33
"A General Framework for Fast Co-clustering on Large Datasets Using Matrix Decomposition (Co-authors: Feng Pan, Xiang Zhang, Wei Wang, Conference: ICDE)",46_3
"3D Simulation of Real-Time Infrared Scene Based on DSP (Co-authors: Yang Yu, Xinyi Tang, Haijiao Cai, Yuanlin Chen, Sili Gao, Conference: CSSE (2))",90_11
"Improving throughput by tuning carrier sensing in 802.11 wireless networks (Co-authors: Qiang Shen, Xuming Fang, Rongsheng Huang, Pan Li, Yuguang Fang, Conference: Computer Communications)",19_1
"Towards better making a decision in speaker verification (Co-authors: Ke Chen, Conference: Pattern Recognition)",58_7
"Indexing Genomic Databases for Fast Homology Searching (Co-authors: Twee-Hee Ong, Kian-Lee Tan, Hao Wang, Conference: DEXA)",69_4
"Manifold-guaranteed out-of-core simplification of large meshes with controlled topological type (Co-authors: Yong-Jin Liu, Matthew Ming-Fai Yuen, Kai Tang, Conference: The Visual Computer)",33_0
"A low complexity method for real-time gaze tracking (Co-authors: Jing Zhang, Mengkai Zhao, Li Zhuo, Lansun Shen, Conference: MMSP)",105_84
"Comparative genomics and function analysis on BI1 family (Co-authors: Jinhua Zhou, Tao Zhu, Chunxia Hu, Hongyu Li, Gang Chen, Gang Xu, Shixuan Wang, Jianfeng Zhou, Ding Ma, Conference: Computational Biology and Chemistry)",108_5
"Some issues in privacy data management (Co-authors: Mukesh K. Mohania, Rema Ananthanarayanan, Ajay Gupta, Conference: Data Knowl. Eng.)",91_2
"Sequence Decomposition Method for Computing a Grandouml;bner Basis and Its Application to Bivariate Spline (Co-authors: Wen Gao, Baocai Yin, Conference: Proceedings of the First Annual International Conference on Computing and Combinatorics)",23_0
"Study on Multidisciplinary Collaborative Design Based on Regression Analysis. (Co-authors: Bin Zhu, JieXin Zhang, Conference: null)",9_4
"Constrained algorithmic IP design for system-on-chip (Co-authors: Philippe Coussy, Emmanuel Casseau, Pierre Bomel, Adel Baganne, Eric Martin, Conference: Integration)",0_1
"On communication models for algorithm design in networked sensor systems: A case study,  (Co-authors: Yang Yu, Bo Hong, Viktor K. Prasanna, Conference: Pervasive and Mobile Computing)",90_13
"Anomaly Intrusion Detection Methods for Peer-to-Peer System (Co-authors: Daxin Tian, Yanheng Liu, Bin Li, Conference: Proceedings of the 2007 IFIP International Conference on Network and Parallel Computing Workshops)",11_38
"Divergent Approaches and Converging Views: Drawing Sensible Linkages between Knowledge Management and Organizational Learning (Co-authors: Jing Zhang, Sue R. Faerman, Conference: HICSS)",105_16
"A Multi-Site Virtual Cluster System for Wide Area Networks (Co-authors: Takahiro Hirofuchi, Takeshi Yokoi, Tadashi Ebara, Yusuke Tanimura, Hirotaka Ogawa, Hidetomo Nakada, Yoshio Tanaka, Satoshi Sekiguchi, Conference: LASCO)",92_0
"Adaptive Multi-channel MAC Protocol for Dense VANET Using Directional Antennas. (Co-authors: Xu Xie, Furong Wang, Hao Wang, Kewei Li, Conference: null)",69_47
"Data Caching Issues in an Information Retrieval System (Co-authors: Rafael Alonso, Daniel Barbara, Hector Garcia-Molina, Conference: ACM Trans. Database Syst.)",65_0
"An Open Framework for Remote Electronic Elections (Co-authors: Yu Zhang, Conference: CANS)",109_16
"Single-ISA Heterogeneous Multi-Core Architectures for Multithreaded Workload Performance (Co-authors: Rakesh Kumar, Dean M. Tullsen, Parthasarathy Ranganathan, Norman P. Jouppi, Keith I. Farkas, Conference: ISCA)",29_1
"Identification of discriminative features in the EEG (Co-authors: Peter Meinicke, Thomas Hermann, Holger Bekel, H. M. Muller, S. Weiss, Helge Ritter, Conference: Intell. Data Anal.)",56_1
"Pose Estimation Based on Gaussian Error Models (Co-authors: Xiujuan Chai, Shiguang Shan, Laiyun Qing, Wen Gao, Conference: ICB)",23_0
"A Multimedia Application using Mobile Agents for Establishing and Managing Streaming Audio Communications (Co-authors: David Levine, Sunil Pai, Farhad Kamangar, Ramesh Yerraballi, Conference: International Conference on Internet Computing (1))",50_1
"Flexible Feature Processing Mechanism of Radar Target Signal (Co-authors: Jing Zhang, Wenxian Yu, Jicai Wei, Conference: Proceedings of the 2008 Congress on Image and Signal Processing, Vol. 5 - Volume 05)",105_71
"Fair certified e-mail delivery (Co-authors: Aleksandra Nenadic, Ning Zhang, Stephen Barton, Conference: SAC)",21_0
"A Novel Immune Based Approach for Detection of Windows PE Virus (Co-authors: Yu Zhang, Tao Li, Jia Sun, Renchao Qin, Conference: ADMA)",109_4
"Enhancing Software Product Line Maintenance with Source Code Mining (Co-authors: Michael Jiang, Jing Zhang, Hong Zhao, Yuanyuan Zhou, Conference: WASA)",105_12
"MINDEX: An efficient index structure for salient-object-based queries in video databases (Co-authors: Lei Chen, M. Tamer Ozsu, Vincent Oria, Conference: Multimedia Syst.)",54_1
"Mining non-redundant high order correlations in binary data (Co-authors: Xiang Zhang, Feng Pan, Wei Wang, Andrew B. Nobel, Conference: PVLDB)",46_3
"Robust content-based image indexing using contextual clues and automatic pseudofeedback (Co-authors: Y. Alp Aslandogan, Clement T. Yu, Ravishankar Mysore, Bo Liu, Conference: Multimedia Syst.)",42_7
"Broadcast Disks: Data Management for Asymmetric Communication Environments (Co-authors: Swarup Acharya, Rafael Alonso, Michael Franklin, Stanley Zdonik, Conference: null)",65_0
"An adaptive load balancing framework for parallel database systems based on collaborative agents. (Co-authors: Tianlei Hu, Gang Chen, Ke Chen, Jinxiang Dong, Conference: null)",108_5
"Travelling wave solutions in the generalized Hirota-Satsuma coupled KdV system (Co-authors: Jianwei Shen, Wei Xu, Yong Xu, Conference: Applied Mathematics and Computation)",1_22
"Locating and Ranking XML Documents Based on Content and Structure Synopses (Co-authors: Weimin He, Leonidas Fegaras, David Levine, Conference: DEXA)",50_1
"Formal Analysis of E-Commerce Protocols (Co-authors: Mauricio Papa, Oliver Bremer, John Hale, Sujeet Shenoi, Conference: ISADS)",28_0
"Anomalous Learning Helps Succinctness (Co-authors: John Case, Sanjay Jain, Arun Sharma, Conference: Theor. Comput. Sci.)",47_0
"An efficient and scalable pairwise key pre-distribution scheme for sensor networks using deployment knowledge (Co-authors: Boqing Zhou, Sujun Li, Qiaoliang Li, Xingming Sun, Xiaoming Wang, Conference: Computer Communications)",7_7
"Defect Aware Test Patterns (Co-authors: Huaxing Tang, Gang Chen, Sudhakar M. Reddy, Chen Wang, Janusz Rajski, Irith Pomeranz, Conference: DATE)",108_10
"Fuzzy Classifier with Probabilistic IF-THEN Rules (Co-authors: Hexin Lv, Bin Zhu, Yongchuan Tang, Conference: IFSA (1))",9_5
"Object Recognition Based on Dependent Pachinko Allocation Model (Co-authors: Yuanning Li, Weiqiang Wang, Wen Gao, Conference: ICIP (5))",23_0
"BITS: A Binary Tree Based Web Service Composition System (Co-authors: A. Zhou, S. Huang, X. Wang, Conference: Int. J. Web Service Res.)",102_7
"Design of a 32 b monolithic microprocessor based on GaAs HMESFET technology (Co-authors: C.-K. V. Tien, K. Lewis, Hans J. Greub, T. Tsen, John F. McDonald, Conference: IEEE Trans. VLSI Syst.)",30_0
"Tactical Communication Equipment Simulation Training Platform Based on VR. (Co-authors: Huifang Lv, Sihai Deng, ChunLei Guo, Gang Chen, Conference: null)",108_9
"Exploiting relational structure to understand publication patterns in high-energy physics (Co-authors: Amy McGovern, Lisa Friedland, Michael Hay, Brian Gallagher, Andrew Fast, Jennifer Neville, David Jensen, Conference: SIGKDD Explorations)",31_0
"Pipelined Implementation of TCAM-Based Search Engines in High-Performance IP Routers (Co-authors: Hui Yu, Jing Chen, Jianping Wang, Si-Qing Zheng, Conference: GLOBECOM)",96_6
"Token-Based Read/Write-Locks for Distributed Mutual Exclusion (Co-authors: Claus Wagner, Frank Mueller, Conference: Euro-Par)",8_0
"Mining Interesting Knowledge Using DM-II (Co-authors: Bing Liu, Wynne Hsu, Yiming Ma, Shu Chen, Conference: KDD)",94_0
"Similarity queries in the DISIMA image DBMS (Co-authors: Vincent Oria, M. Tamer Ozsu, Shu Lin, Paul Iglinski, Conference: ACM Multimedia)",26_0
"Formal Specification and Compositional Verification of an Atomic Broadcast Protocol (Co-authors: Ping Zhou, Jozef Hooman, Conference: Real-Time Systems)",49_7
"Human Behavior Analysis for Highlight Ranking in Broadcast Racket Sports Video (Co-authors: Guangyu Zhu, Qingming Huang, Changsheng Xu, Liyuan Xing, Wen Gao, Hongxun Yao, Conference: IEEE Transactions on Multimedia)",23_0
"The Complexity of Harmonious Colouring for Trees (Co-authors: Keith Edwards, Colin McDiarmid, Conference: Discrete Applied Mathematics)",55_0
"Critical Success Factors for Web-Based Organizational IT Training Systems (Co-authors: Hao Wang, Heng Xu, Hock Chuan Chan, Ling Chen, Conference: ICWL)",69_29
"Towards an Analysis of Source-Rewriting Anonymous Systems in a Lossy Environment (Co-authors: Jin-Qiao Shi, Binxing Fang, Bin Li, Conference: PDCAT)",11_18
"Mining common topics from multiple asynchronous text streams (Co-authors: Xiang Wang, Kai Zhang, Xiaoming Jin, Dou Shen, Conference: WSDM)",38_20
"On a class of optimal nonbinary linear unequal-error-protection codes for two sets of messages (Co-authors: Robert Morelos-Zaragoza, Shu Lin, Conference: IEEE Transactions on Information Theory)",26_0
"Optimizing a 3D-FWT Video Encoder for SMPs and HyperThreading Architectures (Co-authors: Ricardo Fernandez, Jose M. Garcia, Gregorio Bernabe, Manuel E. Acacio, Conference: PDP)",98_0
"Travelling wave solutions for a class of the generalized Benjamin-Bona-Mahoney equations (Co-authors: Xiaoshan Zhao, Wei Xu, Conference: Applied Mathematics and Computation)",1_22
"Design about Real-time Fault Detection Information System of the Transformer Substation (Co-authors: Yuejun Liu, Jing Su, Feng Liu, Conference: Proceedings of the 2009 International Conference on Computer Engineering and Technology - Volume 02)",57_17
"Full-Space LDA With Evolutionary Selection for Face Recognition (Co-authors: Xin Li, Bin Li, Hong Chen, Xianji Wang, Zhengquan Zhuang, Conference: Computational Intelligence and Security: International Conference, CIS 2006, Guangzhou, China, November 3-6, 2006, Revised Selected Papers)",11_5
"Fault Tolerant Scheduling for Fixed-Priority Tasks with Preemption Threshold (Co-authors: Lei Wang, Zhaohui Wu, Mingde Zhao, Guoqing Yang, Conference: RTCSA)",85_25
"Algebraic Construction of Quasi-cyclic LDPC Codes - Part II: For AWGN and Binary Random and Burst Erasure Channels (Co-authors: Ying Yu Tai, Lingqi Zeng, Lan Lan, Shumei Song, Shu Lin, Khaled A. S. Abdel-Ghaffar, Conference: AAECC)",26_0
"Implementation of frequency offset correction using CORDIC algorithm for 5 GHz WLAN applications (Co-authors: H. Zhana, Z. Wang, S. S. Chandra, Conference: Proceedings of the The 8th International Conference on Communication Systems - Volume 02)",61_31
"Object-Oriented Parser in the Logic Programming Language ESP (Co-authors: Hideo Miyoshi, Koichi Furukawa, Conference: Natural Language Understanding and Natural Language Understanding Workshop)",71_0
"A model of LHRH andldquo;self-primingandrdquo; at the pituitary (Co-authors: Sinéad Scullion, David Brown, Gareth Leng, Conference: Proceedings of the second international workshop on Information processing in cell and tissues)",83_21
"Visualizing Internet Routing Changes (Co-authors: Mohit Lad, Daniel Massey, Lixia Zhang, Conference: IEEE Trans. Vis. Comput. Graph.)",75_0
"The one-commodity pickup and delivery travelling salesman problem on a path or a tree (Co-authors: Fan Wang, Andrew Lim, Zhou Xu, Conference: Networks)",107_0
"Ergodicity and Throughput Bounds of Petri Nets with Unique Consistent Firing Count Vector (Co-authors: Javier Campos, Giovanni Chiola, Manuel Silva, Conference: IEEE Trans. Software Eng.)",73_0
"The Robustness of Localization Algorithms to Signal Strength Attacks: A Comparative Study (Co-authors: Yingying Chen, Konstantinos Kleisouris, Xiaoyan Li, Wade Trappe, Richard P. Martin, Conference: DCOSS)",36_0
"Offense based temporal segmentation for event detection in soccer video (Co-authors: Lei Wang, Michael Lew, Guangyou Xu, Conference: Multimedia Information Retrieval)",85_23
"Bounding Worst-Case Response Times of Tasks under PIP. (Co-authors: Harini Ramaprasad, Frank Mueller, Conference: null)",8_0
"A Clustering Approach to Planning Base Station and Relay Station Locations in IEEE 802.16j Multi-Hop Relay Networks (Co-authors: Yang Yu, Sean Murphy, Liam Murphy, Conference: ICC)",90_12
"Anatomy-based face reconstruction for animation using multi-layer deformation (Co-authors: Yu Zhang, Terence Sim, Chew Lim Tan, Eric Sung, Conference: J. Vis. Lang. Comput.)",109_0
"Formally analyzing software architectural specifications using SAM  (Co-authors: Xudong He, Huiqun Yu, Tianjun Shi, Junhua Ding, Yi Deng, Conference: Journal of Systems and Software)",93_0
"A Multi-Dimensional K-Anonymity Model for Hierarchical Data (Co-authors: Xiaojun Ye, Lei Jin, Bin Li, Conference: ISECS)",11_14
"Massive Multimodality, Deception, and Genetic Algorithms (Co-authors: David E. Goldberg, Kalyanmoy Deb, Jeffrey Horn, Conference: PPSN)",34_0
"The MPI-Delphi Interface: A Visual Programming Environment for Clusters of Workstations (Co-authors: Manuel E. Acacio, Pedro E. Lopez-de-Teruel, Jose M. Garcia, Oscar Canovas Reverte, Conference: PDPTA)",98_0
"Visualizing the archive of a computer mediated communication process (Co-authors: Bin Zhu, Hsinchun Chen, Conference: JCDL)",9_0
"A Generic System for Form Dropout (Co-authors: Bin Yu, Anil K. Jain, Conference: IEEE Trans. Pattern Anal. Mach. Intell.)",97_11
"Efficient contact state graph generation for assembly applications (Co-authors: Feng Pan, Joseph M. Schimmels, Conference: ICRA)",46_10
"Individual 3D Face Synthesis Based on Orthogonal Photos and Speech-Driven Facial Animation (Co-authors: Shiguang Shan, Wen Gao, Jie Yan, Hongming Zhang, Xilin Chen, Conference: ICIP)",23_0
"Utilizing Fuzzy Petri Net for Choreography Based Semantic Web Services Discovery (Co-authors: Peng Men, Zhenhua Duan, Bin Yu, Conference: ICATPN)",97_3
"Segregation with Communication (Co-authors: David Cooper, Susan Stepney, Conference: ZB)",27_4
"Throughput-oriented MAC for mobile ad hoc networks: A game-theoretic approach (Co-authors: Fan Wang, Ossama Younis, Marwan Krunz, Conference: Ad Hoc Networks)",107_8
"Email data cleaning (Co-authors: Jie Tang, Hang Li, Yunbo Cao, ZhaoHui Tang, Conference: KDD)",14_1
"On learning to coordinate: random bits help, insightful normal forms, and competency isomorphisms (Co-authors: John Case, Sanjay Jain, Franco Montagna, Giulia Simi, Andrea Sorbi, Conference: J. Comput. Syst. Sci.)",47_0
"Mining Information of Attack-Defense Status from Soccer Video Based on Scene Analysis (Co-authors: Shuqiang Jiang, Qingming Huang, Wen Gao, Conference: ICME)",23_0
"Chinese Abbreviation-Definition Identification: A SVM Approach Using Context Information (Co-authors: Xu Sun, Houfeng Wang, Yu Zhang, Conference: PRICAI)",109_55
"A fault-tolerant directory-based cache coherence protocol for CMP architectures (Co-authors: Ricardo Fernandez Pascual, Jose M. Garcia, Manuel E. Acacio, Jose Duato, Conference: DSN)",98_0
"Trends in Neural Computation (Co-authors: Ke Chen, Lipo Wang, Conference: null)",58_7
"What Next? A Dozen Information-Technology Research Goals (Co-authors: Jim Gray, Conference: CoRR)",99_1
"Comparative Study on Bionic Optimization Algorithms for Sewer Optimal Design. (Co-authors: Lei Wang, Yuwen Zhou, Weiwei Zhao, Conference: null)",85_32
